record_id,date,year,day_of_year,week_of_year,month,store_id,category,weekly_sales,units_sold,is_promotion,promotion_discount,store_size_factor,avg_temperature_c
3012,2021-11-29,2021,48,48,11,S03,Sports,4548.81,221,1,0.18,1.059,1.9
3013,2021-12-06,2021,49,49,12,S03,Sports,4876.36,161,1,0.24,1.059,0.2
3014,2021-12-13,2021,50,50,12,S03,Sports,5030.79,242,1,0.12,1.059,4.0
3015,2021-12-20,2021,51,51,12,S03,Sports,5206.87,123,1,0.13,1.059,-2.5
3016,2021-12-27,2021,52,52,12,S03,Sports,4273.21,148,1,0.15,1.059,3.0
3017,2022-01-03,2022,1,1,1,S03,Sports,6194.72,138,0,0.0,1.059,12.6
3018,2022-01-10,2022,2,2,1,S03,Sports,6396.38,169,0,0.0,1.059,4.9
3019,2022-01-17,2022,3,3,1,S03,Sports,7171.79,175,0,0.0,1.059,5.4
3020,2022-01-24,2022,4,4,1,S03,Sports,7293.07,181,0,0.0,1.059,8.5
3021,2022-01-31,2022,5,5,1,S03,Sports,6995.34,186,0,0.0,1.059,9.4
3022,2022-02-07,2022,6,6,2,S03,Sports,7014.18,365,1,0.25,1.059,8.5
3023,2022-02-14,2022,7,7,2,S03,Sports,5311.76,258,0,0.0,1.059,8.5
3024,2022-02-21,2022,8,8,2,S03,Sports,6869.01,275,0,0.0,1.059,2.7
3025,2022-02-28,2022,9,9,2,S03,Sports,6617.41,315,0,0.0,1.059,1.9
3026,2022-03-07,2022,10,10,3,S03,Sports,6424.65,262,0,0.0,1.059,14.7
3027,2022-03-14,2022,11,11,3,S03,Sports,7205.62,167,0,0.0,1.059,3.0
3028,2022-03-21,2022,12,12,3,S03,Sports,7007.08,253,0,0.0,1.059,11.0
3029,2022-03-28,2022,13,13,3,S03,Sports,6099.37,272,0,0.0,1.059,8.4
3030,2022-04-04,2022,14,14,4,S03,Sports,6879.02,211,1,0.17,1.059,15.1
3031,2022-04-11,2022,15,15,4,S03,Sports,6736.86,237,0,0.0,1.059,14.7
3032,2022-04-18,2022,16,16,4,S03,Sports,6319.23,229,0,0.0,1.059,16.9
3033,2022-04-25,2022,17,17,4,S03,Sports,6550.97,153,0,0.0,1.059,20.0
3034,2022-05-02,2022,18,18,5,S03,Sports,10251.66,334,1,0.08,1.059,25.4
3035,2022-05-09,2022,19,19,5,S03,Sports,9696.07,236,0,0.0,1.059,24.9
3036,2022-05-16,2022,20,20,5,S03,Sports,10285.81,485,0,0.0,1.059,23.6
3037,2022-05-23,2022,21,21,5,S03,Sports,9268.69,495,0,0.0,1.059,31.6
3038,2022-05-30,2022,22,22,5,S03,Sports,8584.11,197,1,0.15,1.059,23.1
3039,2022-06-06,2022,23,23,6,S03,Sports,9286.28,392,1,0.1,1.059,36.8
3040,2022-06-13,2022,24,24,6,S03,Sports,8651.1,280,0,0.0,1.059,34.0
3041,2022-06-20,2022,25,25,6,S03,Sports,8383.14,389,0,0.0,1.059,21.1
3042,2022-06-27,2022,26,26,6,S03,Sports,10935.87,516,0,0.0,1.059,25.1
3043,2022-07-04,2022,27,27,7,S03,Sports,9714.28,430,0,0.0,1.059,27.8
3044,2022-07-11,2022,28,28,7,S03,Sports,9886.84,452,0,0.0,1.059,13.0
3045,2022-07-18,2022,29,29,7,S03,Sports,10252.94,237,0,0.0,1.059,29.4
3046,2022-07-25,2022,30,30,7,S03,Sports,10041.25,224,1,0.18,1.059,24.0
3047,2022-08-01,2022,31,31,8,S03,Sports,9091.2,413,0,0.0,1.059,31.0
3048,2022-08-08,2022,32,32,8,S03,Sports,9930.52,506,1,0.06,1.059,31.9
3049,2022-08-15,2022,33,33,8,S03,Sports,10742.52,486,0,0.0,1.059,18.5
3050,2022-08-22,2022,34,34,8,S03,Sports,9986.48,279,0,0.0,1.059,25.8
3051,2022-08-29,2022,35,35,8,S03,Sports,6026.84,234,0,0.0,1.059,18.0
3052,2022-09-05,2022,36,36,9,S03,Sports,6560.6,263,0,0.0,1.059,23.6
3053,2022-09-12,2022,37,37,9,S03,Sports,6046.86,202,0,0.0,1.059,18.4
3054,2022-09-19,2022,38,38,9,S03,Sports,7238.96,163,0,0.0,1.059,20.5
3055,2022-09-26,2022,39,39,9,S03,Sports,6185.49,209,0,0.0,1.059,19.3
3056,2022-10-03,2022,40,40,10,S03,Sports,6598.75,200,1,0.09,1.059,10.9
3057,2022-10-10,2022,41,41,10,S03,Sports,8391.58,348,0,0.0,1.059,15.3
3058,2022-10-17,2022,42,42,10,S03,Sports,6587.51,264,0,0.0,1.059,11.3
3059,2022-10-24,2022,43,43,10,S03,Sports,6071.84,182,0,0.0,1.059,2.3
3060,2022-10-31,2022,44,44,10,S03,Sports,5314.66,157,0,0.0,1.059,19.8
3061,2022-11-07,2022,45,45,11,S03,Sports,5551.25,148,0,0.0,1.059,12.5
3062,2022-11-14,2022,46,46,11,S03,Sports,4976.35,273,1,0.19,1.059,-1.4
3063,2022-11-21,2022,47,47,11,S03,Sports,4686.79,122,1,0.06,1.059,10.7
3064,2022-11-28,2022,48,48,11,S03,Sports,4973.16,220,1,0.19,1.059,2.9
3065,2022-12-05,2022,49,49,12,S03,Sports,4624.01,200,1,0.16,1.059,16.4
3066,2022-12-12,2022,50,50,12,S03,Sports,4963.84,137,1,0.23,1.059,-5.8
3067,2022-12-19,2022,51,51,12,S03,Sports,5389.48,155,1,0.23,1.059,-4.7
3068,2022-12-26,2022,52,52,12,S03,Sports,4711.8,166,1,0.17,1.059,-0.6
3069,2023-01-02,2023,1,1,1,S03,Sports,6582.6,157,0,0.0,1.059,4.4
3070,2023-01-09,2023,2,2,1,S03,Sports,6046.75,188,1,0.07,1.059,-0.8
3071,2023-01-16,2023,3,3,1,S03,Sports,6313.12,252,0,0.0,1.059,10.1
3072,2023-01-23,2023,4,4,1,S03,Sports,7454.57,390,0,0.0,1.059,11.8
3073,2023-01-30,2023,5,5,1,S03,Sports,6554.43,357,0,0.0,1.059,1.1
3074,2023-02-06,2023,6,6,2,S03,Sports,7352.8,300,0,0.0,1.059,7.1
3075,2023-02-13,2023,7,7,2,S03,Sports,6736.87,177,0,0.0,1.059,0.1
3076,2023-02-20,2023,8,8,2,S03,Sports,6402.08,177,0,0.0,1.059,9.7
3077,2023-02-27,2023,9,9,2,S03,Sports,8323.4,202,0,0.0,1.059,13.8
3078,2023-03-06,2023,10,10,3,S03,Sports,6864.49,282,1,0.19,1.059,11.3
3079,2023-03-13,2023,11,11,3,S03,Sports,6618.25,279,0,0.0,1.059,8.0
3080,2023-03-20,2023,12,12,3,S03,Sports,7455.3,382,0,0.0,1.059,4.5
3081,2023-03-27,2023,13,13,3,S03,Sports,6830.96,218,0,0.0,1.059,12.4
3082,2023-04-03,2023,14,14,4,S03,Sports,6961.08,175,0,0.0,1.059,12.1
3083,2023-04-10,2023,15,15,4,S03,Sports,6343.89,209,0,0.0,1.059,30.8
3084,2023-04-17,2023,16,16,4,S03,Sports,6808.21,246,1,0.09,1.059,14.0
3085,2023-04-24,2023,17,17,4,S03,Sports,6265.47,219,0,0.0,1.059,22.1
3086,2023-05-01,2023,18,18,5,S03,Sports,9772.91,294,0,0.0,1.059,23.1
3087,2023-05-08,2023,19,19,5,S03,Sports,9666.07,473,0,0.0,1.059,17.8
3088,2023-05-15,2023,20,20,5,S03,Sports,11337.53,525,0,0.0,1.059,33.6
3089,2023-05-22,2023,21,21,5,S03,Sports,9971.14,518,0,0.0,1.059,27.3
3090,2023-05-29,2023,22,22,5,S03,Sports,9818.55,367,0,0.0,1.059,17.9
3091,2023-06-05,2023,23,23,6,S03,Sports,8581.4,435,0,0.0,1.059,28.9
3092,2023-06-12,2023,24,24,6,S03,Sports,9000.33,293,0,0.0,1.059,23.9
3093,2023-06-19,2023,25,25,6,S03,Sports,11548.05,308,0,0.0,1.059,31.7
3094,2023-06-26,2023,26,26,6,S03,Sports,9357.42,416,0,0.0,1.059,34.5
3095,2023-07-03,2023,27,27,7,S03,Sports,9885.5,280,0,0.0,1.059,22.2
3096,2023-07-10,2023,28,28,7,S03,Sports,9822.6,336,0,0.0,1.059,31.9
3097,2023-07-17,2023,29,29,7,S03,Sports,11691.33,272,0,0.0,1.059,25.0
3098,2023-07-24,2023,30,30,7,S03,Sports,10876.61,294,0,0.0,1.059,31.5
3099,2023-07-31,2023,31,31,7,S03,Sports,9111.54,204,0,0.0,1.059,20.7
3100,2023-08-07,2023,32,32,8,S03,Sports,10519.69,385,0,0.0,1.059,28.6
3101,2023-08-14,2023,33,33,8,S03,Sports,8979.41,453,0,0.0,1.059,24.9
3102,2023-08-21,2023,34,34,8,S03,Sports,9915.88,337,0,0.0,1.059,23.8
3103,2023-08-28,2023,35,35,8,S03,Sports,6889.19,170,0,0.0,1.059,23.8
3104,2023-09-04,2023,36,36,9,S03,Sports,6788.0,276,0,0.0,1.059,19.2
3105,2023-09-11,2023,37,37,9,S03,Sports,6993.93,170,0,0.0,1.059,22.4
3106,2023-09-18,2023,38,38,9,S03,Sports,6166.54,338,0,0.0,1.059,17.1
3107,2023-09-25,2023,39,39,9,S03,Sports,7722.64,185,0,0.0,1.059,11.0
3108,2023-10-02,2023,40,40,10,S03,Sports,6328.31,305,0,0.0,1.059,6.2
3109,2023-10-09,2023,41,41,10,S03,Sports,7733.2,265,0,0.0,1.059,2.1
3110,2023-10-16,2023,42,42,10,S03,Sports,6471.78,308,0,0.0,1.059,8.3
3111,2023-10-23,2023,43,43,10,S03,Sports,7641.6,257,0,0.0,1.059,6.4
3112,2023-10-30,2023,44,44,10,S03,Sports,5711.72,127,0,0.0,1.059,10.7
3113,2023-11-06,2023,45,45,11,S03,Sports,5616.41,170,0,0.0,1.059,1.5
3114,2023-11-13,2023,46,46,11,S03,Sports,4597.91,111,1,0.07,1.059,4.1
3115,2023-11-20,2023,47,47,11,S03,Sports,5748.9,174,1,0.19,1.059,-4.6
3116,2023-11-27,2023,48,48,11,S03,Sports,5620.39,142,1,0.22,1.059,6.5
3117,2023-12-04,2023,49,49,12,S03,Sports,6095.14,316,1,0.22,1.059,2.8
3118,2023-12-11,2023,50,50,12,S03,Sports,4933.98,125,1,0.16,1.059,2.6
3119,2023-12-18,2023,51,51,12,S03,Sports,4946.46,131,1,0.2,1.059,8.7
3120,2023-12-25,2023,52,52,12,S03,Sports,5669.39,133,1,0.22,1.059,1.3
3121,2020-01-06,2020,1,2,1,S04,Electronics,17275.3,408,0,0.0,0.923,15.2
3122,2020-01-13,2020,2,3,1,S04,Electronics,18103.57,586,1,0.1,0.923,7.8
3123,2020-01-20,2020,3,4,1,S04,Electronics,17825.7,406,0,0.0,0.923,2.5
3124,2020-01-27,2020,4,5,1,S04,Electronics,17647.2,601,0,0.0,0.923,3.1
3125,2020-02-03,2020,5,6,2,S04,Electronics,16662.38,810,0,0.0,0.923,10.8
3126,2020-02-10,2020,6,7,2,S04,Electronics,16184.67,413,1,0.06,0.923,15.1
3127,2020-02-17,2020,7,8,2,S04,Electronics,16384.02,864,0,0.0,0.923,3.1
3128,2020-02-24,2020,8,9,2,S04,Electronics,16865.71,730,0,0.0,0.923,17.1
3129,2020-03-02,2020,9,10,3,S04,Electronics,18540.92,434,0,0.0,0.923,13.3
3130,2020-03-09,2020,10,11,3,S04,Electronics,15789.34,366,0,0.0,0.923,5.3
3131,2020-03-16,2020,11,12,3,S04,Electronics,10552.79,286,0,0.0,0.923,13.1
3132,2020-03-23,2020,12,13,3,S04,Electronics,9965.06,301,1,0.1,0.923,11.9
3133,2020-03-30,2020,13,14,3,S04,Electronics,9913.89,331,0,0.0,0.923,12.9
3134,2020-04-06,2020,14,15,4,S04,Electronics,11071.5,277,0,0.0,0.923,10.3
3135,2020-04-13,2020,15,16,4,S04,Electronics,12882.58,570,1,0.08,0.923,16.9
3136,2020-04-20,2020,16,17,4,S04,Electronics,12567.45,657,1,0.19,0.923,26.2
3137,2020-04-27,2020,17,18,4,S04,Electronics,10139.79,423,0,0.0,0.923,19.4
3138,2020-05-04,2020,18,19,5,S04,Electronics,13325.04,450,0,0.0,0.923,26.2
3139,2020-05-11,2020,19,20,5,S04,Electronics,12965.66,569,0,0.0,0.923,19.0
3140,2020-05-18,2020,20,21,5,S04,Electronics,13381.6,654,1,0.19,0.923,27.5
3141,2020-05-25,2020,21,22,5,S04,Electronics,9185.22,465,0,0.0,0.923,22.3
3142,2020-06-01,2020,22,23,6,S04,Electronics,10998.47,503,0,0.0,0.923,41.7
3143,2020-06-08,2020,23,24,6,S04,Electronics,10976.34,314,0,0.0,0.923,24.4
3144,2020-06-15,2020,24,25,6,S04,Electronics,13065.71,317,0,0.0,0.923,18.4
3145,2020-06-22,2020,25,26,6,S04,Electronics,12324.6,396,0,0.0,0.923,33.7
3146,2020-06-29,2020,26,27,6,S04,Electronics,14997.7,799,0,0.0,0.923,16.5
3147,2020-07-06,2020,27,28,7,S04,Electronics,16412.08,403,0,0.0,0.923,22.6
3148,2020-07-13,2020,28,29,7,S04,Electronics,12876.92,685,0,0.0,0.923,18.9
3149,2020-07-20,2020,29,30,7,S04,Electronics,13467.64,404,0,0.0,0.923,29.7
3150,2020-07-27,2020,30,31,7,S04,Electronics,14683.5,382,0,0.0,0.923,18.5
3151,2020-08-03,2020,31,32,8,S04,Electronics,15886.31,595,0,0.0,0.923,23.4
3152,2020-08-10,2020,32,33,8,S04,Electronics,17474.65,437,1,0.24,0.923,27.4
3153,2020-08-17,2020,33,34,8,S04,Electronics,18031.45,557,1,0.2,0.923,20.1
3154,2020-08-24,2020,34,35,8,S04,Electronics,17660.29,482,1,0.11,0.923,12.8
3155,2020-08-31,2020,35,36,8,S04,Electronics,17585.36,492,0,0.0,0.923,8.3
3156,2020-09-07,2020,36,37,9,S04,Electronics,18171.26,533,0,0.0,0.923,12.2
3157,2020-09-14,2020,37,38,9,S04,Electronics,16811.48,398,0,0.0,0.923,21.2
3158,2020-09-21,2020,38,39,9,S04,Electronics,13923.72,671,0,0.0,0.923,13.2
3159,2020-09-28,2020,39,40,9,S04,Electronics,16968.77,396,0,0.0,0.923,19.4
3160,2020-10-05,2020,40,41,10,S04,Electronics,12819.79,428,0,0.0,0.923,14.1
3161,2020-10-12,2020,41,42,10,S04,Electronics,17691.03,440,0,0.0,0.923,4.5
3162,2020-10-19,2020,42,43,10,S04,Electronics,16562.16,553,0,0.0,0.923,20.3
3163,2020-10-26,2020,43,44,10,S04,Electronics,18132.16,466,0,0.0,0.923,5.4
3164,2020-11-02,2020,44,45,11,S04,Electronics,15968.76,390,0,0.0,0.923,5.1
3165,2020-11-09,2020,45,46,11,S04,Electronics,15086.86,367,0,0.0,0.923,8.2
3166,2020-11-16,2020,46,47,11,S04,Electronics,25857.61,800,1,0.1,0.923,10.3
3167,2020-11-23,2020,47,48,11,S04,Electronics,27059.31,824,1,0.18,0.923,-7.5
3168,2020-11-30,2020,48,49,11,S04,Electronics,21059.91,479,1,0.1,0.923,5.3
3169,2020-12-07,2020,49,50,12,S04,Electronics,23051.44,747,1,0.12,0.923,-4.6
3170,2020-12-14,2020,50,51,12,S04,Electronics,25862.4,756,1,0.22,0.923,3.9
3171,2020-12-21,2020,51,52,12,S04,Electronics,25658.84,1158,1,0.19,0.923,-5.3
3172,2020-12-28,2020,52,53,12,S04,Electronics,21842.98,761,1,0.1,0.923,5.5
3173,2021-01-04,2021,1,1,1,S04,Electronics,18175.28,582,0,0.0,0.923,6.3
3174,2021-01-11,2021,2,2,1,S04,Electronics,17609.89,407,1,0.17,0.923,1.9
3175,2021-01-18,2021,3,3,1,S04,Electronics,18308.06,577,1,0.08,0.923,2.0
3176,2021-01-25,2021,4,4,1,S04,Electronics,16205.69,775,0,0.0,0.923,3.4
3177,2021-02-01,2021,5,5,2,S04,Electronics,17513.01,403,0,0.0,0.923,5.9
3178,2021-02-08,2021,6,6,2,S04,Electronics,18831.07,739,0,0.0,0.923,5.9
3179,2021-02-15,2021,7,7,2,S04,Electronics,17108.14,700,0,0.0,0.923,10.0
3180,2021-02-22,2021,8,8,2,S04,Electronics,18511.71,471,0,0.0,0.923,4.5
3181,2021-03-01,2021,9,9,3,S04,Electronics,18995.68,610,0,0.0,0.923,3.4
3182,2021-03-08,2021,10,10,3,S04,Electronics,17889.41,432,0,0.0,0.923,5.3
3183,2021-03-15,2021,11,11,3,S04,Electronics,18351.28,673,0,0.0,0.923,3.9
3184,2021-03-22,2021,12,12,3,S04,Electronics,17238.31,486,0,0.0,0.923,9.3
3185,2021-03-29,2021,13,13,3,S04,Electronics,17731.63,869,1,0.16,0.923,21.7
3186,2021-04-05,2021,14,14,4,S04,Electronics,17695.81,671,1,0.08,0.923,16.8
3187,2021-04-12,2021,15,15,4,S04,Electronics,17438.64,836,0,0.0,0.923,9.9
3188,2021-04-19,2021,16,16,4,S04,Electronics,17248.68,802,1,0.12,0.923,23.6
3189,2021-04-26,2021,17,17,4,S04,Electronics,17643.33,474,0,0.0,0.923,17.2
3190,2021-05-03,2021,18,18,5,S04,Electronics,18138.69,580,1,0.11,0.923,32.8
3191,2021-05-10,2021,19,19,5,S04,Electronics,17467.41,425,0,0.0,0.923,29.9
3192,2021-05-17,2021,20,20,5,S04,Electronics,15800.27,632,0,0.0,0.923,26.8
3193,2021-05-24,2021,21,21,5,S04,Electronics,16972.09,605,0,0.0,0.923,33.0
3194,2021-05-31,2021,22,22,5,S04,Electronics,17139.79,529,0,0.0,0.923,24.5
3195,2021-06-07,2021,23,23,6,S04,Electronics,15454.72,619,0,0.0,0.923,26.3
3196,2021-06-14,2021,24,24,6,S04,Electronics,17632.81,812,0,0.0,0.923,31.6
3197,2021-06-21,2021,25,25,6,S04,Electronics,15774.38,381,0,0.0,0.923,29.0
3198,2021-06-28,2021,26,26,6,S04,Electronics,17258.2,463,1,0.13,0.923,28.5
3199,2021-07-05,2021,27,27,7,S04,Electronics,18453.69,745,1,0.23,0.923,25.1
3200,2021-07-12,2021,28,28,7,S04,Electronics,18305.32,453,0,0.0,0.923,23.1
3201,2021-07-19,2021,29,29,7,S04,Electronics,18411.59,531,0,0.0,0.923,24.6
3202,2021-07-26,2021,30,30,7,S04,Electronics,18132.68,437,1,0.1,0.923,22.8
3203,2021-08-02,2021,31,31,8,S04,Electronics,17466.55,525,0,0.0,0.923,22.7
3204,2021-08-09,2021,32,32,8,S04,Electronics,18827.76,671,0,0.0,0.923,23.8
3205,2021-08-16,2021,33,33,8,S04,Electronics,18480.7,838,0,0.0,0.923,22.6
3206,2021-08-23,2021,34,34,8,S04,Electronics,19824.67,442,0,0.0,0.923,28.6
3207,2021-08-30,2021,35,35,8,S04,Electronics,20180.75,465,0,0.0,0.923,21.8
3208,2021-09-06,2021,36,36,9,S04,Electronics,19209.97,684,0,0.0,0.923,11.3
3209,2021-09-13,2021,37,37,9,S04,Electronics,18332.67,754,0,0.0,0.923,18.6
3210,2021-09-20,2021,38,38,9,S04,Electronics,17272.09,535,0,0.0,0.923,21.9
3211,2021-09-27,2021,39,39,9,S04,Electronics,18104.63,626,0,0.0,0.923,19.4
3212,2021-10-04,2021,40,40,10,S04,Electronics,17721.04,423,0,0.0,0.923,11.2
3213,2021-10-11,2021,41,41,10,S04,Electronics,17862.76,608,0,0.0,0.923,14.5
3214,2021-10-18,2021,42,42,10,S04,Electronics,18834.4,566,0,0.0,0.923,11.4
3215,2021-10-25,2021,43,43,10,S04,Electronics,17337.26,392,0,0.0,0.923,12.2
3216,2021-11-01,2021,44,44,11,S04,Electronics,16895.13,560,0,0.0,0.923,4.8
3217,2021-11-08,2021,45,45,11,S04,Electronics,16192.38,812,0,0.0,0.923,2.5
3218,2021-11-15,2021,46,46,11,S04,Electronics,25905.06,1240,1,0.05,0.923,2.5
3219,2021-11-22,2021,47,47,11,S04,Electronics,24336.31,1345,1,0.06,0.923,9.9
3220,2021-11-29,2021,48,48,11,S04,Electronics,24474.4,1133,1,0.12,0.923,5.1
3221,2021-12-06,2021,49,49,12,S04,Electronics,27041.66,1415,1,0.22,0.923,1.1
3222,2021-12-13,2021,50,50,12,S04,Electronics,26177.61,797,1,0.13,0.923,6.4
3223,2021-12-20,2021,51,51,12,S04,Electronics,23746.47,921,1,0.06,0.923,2.6
3224,2021-12-27,2021,52,52,12,S04,Electronics,26176.99,907,1,0.22,0.923,8.8
3225,2022-01-03,2022,1,1,1,S04,Electronics,19834.27,563,0,0.0,0.923,1.9
3226,2022-01-10,2022,2,2,1,S04,Electronics,19721.58,694,0,0.0,0.923,-1.5
3227,2022-01-17,2022,3,3,1,S04,Electronics,17272.3,571,0,0.0,0.923,9.9
3228,2022-01-24,2022,4,4,1,S04,Electronics,17998.84,712,0,0.0,0.923,3.1
3229,2022-01-31,2022,5,5,1,S04,Electronics,17523.61,497,0,0.0,0.923,10.8
3230,2022-02-07,2022,6,6,2,S04,Electronics,18629.04,863,0,0.0,0.923,3.1
3231,2022-02-14,2022,7,7,2,S04,Electronics,16027.3,526,1,0.1,0.923,1.7
3232,2022-02-21,2022,8,8,2,S04,Electronics,18475.88,434,1,0.16,0.923,21.4
3233,2022-02-28,2022,9,9,2,S04,Electronics,17867.21,885,0,0.0,0.923,13.7
3234,2022-03-07,2022,10,10,3,S04,Electronics,17669.48,827,0,0.0,0.923,7.3
3235,2022-03-14,2022,11,11,3,S04,Electronics,18414.26,521,0,0.0,0.923,6.3
3236,2022-03-21,2022,12,12,3,S04,Electronics,17381.32,480,0,0.0,0.923,10.6
3237,2022-03-28,2022,13,13,3,S04,Electronics,18693.4,749,0,0.0,0.923,16.2
3238,2022-04-04,2022,14,14,4,S04,Electronics,18501.75,431,0,0.0,0.923,0.9
3239,2022-04-11,2022,15,15,4,S04,Electronics,17839.41,601,0,0.0,0.923,17.3
3240,2022-04-18,2022,16,16,4,S04,Electronics,17196.74,443,0,0.0,0.923,20.6
3241,2022-04-25,2022,17,17,4,S04,Electronics,17756.52,425,0,0.0,0.923,17.4
3242,2022-05-02,2022,18,18,5,S04,Electronics,17499.44,571,0,0.0,0.923,17.3
3243,2022-05-09,2022,19,19,5,S04,Electronics,18208.88,404,0,0.0,0.923,25.4
3244,2022-05-16,2022,20,20,5,S04,Electronics,16675.04,592,0,0.0,0.923,27.3
3245,2022-05-23,2022,21,21,5,S04,Electronics,18747.92,556,0,0.0,0.923,16.1
3246,2022-05-30,2022,22,22,5,S04,Electronics,19609.0,557,0,0.0,0.923,24.0
3247,2022-06-06,2022,23,23,6,S04,Electronics,17790.38,420,0,0.0,0.923,24.2
3248,2022-06-13,2022,24,24,6,S04,Electronics,18469.31,940,1,0.23,0.923,22.3
3249,2022-06-20,2022,25,25,6,S04,Electronics,16069.48,454,0,0.0,0.923,26.7
3250,2022-06-27,2022,26,26,6,S04,Electronics,19905.56,525,0,0.0,0.923,28.2
3251,2022-07-04,2022,27,27,7,S04,Electronics,16862.11,416,0,0.0,0.923,23.0
3252,2022-07-11,2022,28,28,7,S04,Electronics,17213.96,524,0,0.0,0.923,28.9
3253,2022-07-18,2022,29,29,7,S04,Electronics,17630.04,801,1,0.25,0.923,26.2
3254,2022-07-25,2022,30,30,7,S04,Electronics,19075.33,706,0,0.0,0.923,26.8
3255,2022-08-01,2022,31,31,8,S04,Electronics,18729.18,522,0,0.0,0.923,21.2
3256,2022-08-08,2022,32,32,8,S04,Electronics,19045.44,878,0,0.0,0.923,29.4
3257,2022-08-15,2022,33,33,8,S04,Electronics,19699.58,617,0,0.0,0.923,28.7
3258,2022-08-22,2022,34,34,8,S04,Electronics,20015.18,581,0,0.0,0.923,12.9
3259,2022-08-29,2022,35,35,8,S04,Electronics,20938.37,475,0,0.0,0.923,18.9
3260,2022-09-05,2022,36,36,9,S04,Electronics,21497.15,594,0,0.0,0.923,19.3
3261,2022-09-12,2022,37,37,9,S04,Electronics,18952.53,436,0,0.0,0.923,20.1
3262,2022-09-19,2022,38,38,9,S04,Electronics,17182.22,440,0,0.0,0.923,9.7
3263,2022-09-26,2022,39,39,9,S04,Electronics,17175.81,568,0,0.0,0.923,10.1
3264,2022-10-03,2022,40,40,10,S04,Electronics,18242.33,988,0,0.0,0.923,-1.2
3265,2022-10-10,2022,41,41,10,S04,Electronics,18037.13,519,1,0.24,0.923,8.5
3266,2022-10-17,2022,42,42,10,S04,Electronics,17138.36,485,0,0.0,0.923,10.5
3267,2022-10-24,2022,43,43,10,S04,Electronics,19374.68,893,0,0.0,0.923,10.4
3268,2022-10-31,2022,44,44,10,S04,Electronics,15396.31,615,0,0.0,0.923,11.3
3269,2022-11-07,2022,45,45,11,S04,Electronics,18402.88,759,0,0.0,0.923,5.1
3270,2022-11-14,2022,46,46,11,S04,Electronics,22954.1,554,1,0.21,0.923,5.7
3271,2022-11-21,2022,47,47,11,S04,Electronics,27796.27,1014,1,0.07,0.923,4.4
3272,2022-11-28,2022,48,48,11,S04,Electronics,28645.65,1209,1,0.12,0.923,4.0
3273,2022-12-05,2022,49,49,12,S04,Electronics,29614.77,1322,1,0.12,0.923,-6.0
3274,2022-12-12,2022,50,50,12,S04,Electronics,25415.47,633,1,0.12,0.923,-0.4
3275,2022-12-19,2022,51,51,12,S04,Electronics,22690.2,543,1,0.14,0.923,-0.6
3276,2022-12-26,2022,52,52,12,S04,Electronics,25083.94,731,1,0.1,0.923,3.0
3277,2023-01-02,2023,1,1,1,S04,Electronics,21792.22,714,1,0.07,0.923,-4.0
3278,2023-01-09,2023,2,2,1,S04,Electronics,19020.76,637,0,0.0,0.923,10.1
3279,2023-01-16,2023,3,3,1,S04,Electronics,18716.94,574,0,0.0,0.923,2.3
3280,2023-01-23,2023,4,4,1,S04,Electronics,18618.29,609,0,0.0,0.923,-0.9
3281,2023-01-30,2023,5,5,1,S04,Electronics,17909.45,691,0,0.0,0.923,-2.8
3282,2023-02-06,2023,6,6,2,S04,Electronics,20133.69,557,0,0.0,0.923,7.0
3283,2023-02-13,2023,7,7,2,S04,Electronics,18983.42,864,0,0.0,0.923,14.6
3284,2023-02-20,2023,8,8,2,S04,Electronics,20037.35,536,0,0.0,0.923,3.6
3285,2023-02-27,2023,9,9,2,S04,Electronics,19605.24,766,0,0.0,0.923,5.9
3286,2023-03-06,2023,10,10,3,S04,Electronics,16702.33,386,0,0.0,0.923,17.2
3287,2023-03-13,2023,11,11,3,S04,Electronics,20347.94,526,0,0.0,0.923,19.2
3288,2023-03-20,2023,12,12,3,S04,Electronics,17566.03,418,0,0.0,0.923,15.7
3289,2023-03-27,2023,13,13,3,S04,Electronics,18841.42,1041,0,0.0,0.923,12.8
3290,2023-04-03,2023,14,14,4,S04,Electronics,19149.1,561,1,0.15,0.923,22.4
3291,2023-04-10,2023,15,15,4,S04,Electronics,19730.87,553,1,0.11,0.923,14.9
3292,2023-04-17,2023,16,16,4,S04,Electronics,18183.64,514,0,0.0,0.923,16.7
3293,2023-04-24,2023,17,17,4,S04,Electronics,17782.06,593,0,0.0,0.923,11.8
3294,2023-05-01,2023,18,18,5,S04,Electronics,19488.78,539,0,0.0,0.923,19.2
3295,2023-05-08,2023,19,19,5,S04,Electronics,16978.04,427,0,0.0,0.923,21.8
3296,2023-05-15,2023,20,20,5,S04,Electronics,17306.15,593,1,0.25,0.923,25.9
3297,2023-05-22,2023,21,21,5,S04,Electronics,17354.76,563,1,0.09,0.923,21.0
3298,2023-05-29,2023,22,22,5,S04,Electronics,19432.14,666,0,0.0,0.923,20.0
3299,2023-06-05,2023,23,23,6,S04,Electronics,21217.24,608,0,0.0,0.923,16.3
3300,2023-06-12,2023,24,24,6,S04,Electronics,19228.94,714,0,0.0,0.923,21.5
3301,2023-06-19,2023,25,25,6,S04,Electronics,18189.62,457,0,0.0,0.923,20.2
3302,2023-06-26,2023,26,26,6,S04,Electronics,19829.73,961,0,0.0,0.923,37.0
